loan_id,origination_date,principal_amount,interest_rate,term_months,risk_grade,purpose,state,monthly_income
L01811,2024-07-12,200000,17.69,12,C,vehicle,Karnataka,150000
L01812,2024-09-02,100000,21.23,36,D,personal,Rajasthan,50000
L01813,2024-07-09,300000,13.28,24,B,vehicle,West Bengal,50000
L01814,2024-02-20,100000,10.46,12,A,education,Tamil Nadu,50000
L01815,2024-04-01,750000,14.79,24,B,education,Karnataka,25000
L01816,2024-03-18,300000,17.63,12,C,consumer_durable,Rajasthan,50000
L01817,2024-03-08,150000,17.07,12,C,business,Tamil Nadu,50000
L01818,2024-01-13,50000,14.0,24,B,vehicle,Maharashtra,75000
L01819,2024-10-27,150000,10.48,36,A,education,Delhi,75000
L01820,2024-12-08,150000,11.42,24,A,education,Maharashtra,25000
L01821,2024-08-17,150000,25.0,48,E,consumer_durable,Rajasthan,100000
L01822,2024-09-12,1000000,17.92,48,C,business,Rajasthan,75000
L01823,2024-01-07,1000000,10.25,12,A,education,Gujarat,50000
L01824,2024-05-12,750000,10.77,12,A,business,Andhra Pradesh,35000
L01825,2024-11-25,200000,16.87,24,C,consumer_durable,Kerala,150000
L01826,2024-03-01,300000,10.79,24,A,consumer_durable,Delhi,75000
L01827,2024-04-15,1000000,13.74,24,B,consumer_durable,Maharashtra,35000
L01828,2024-01-12,100000,25.59,48,E,consumer_durable,West Bengal,25000
L01829,2024-09-16,500000,17.64,12,C,consumer_durable,Karnataka,50000
L01830,2024-03-01,300000,14.84,12,B,vehicle,Rajasthan,50000
L01831,2024-06-01,200000,11.26,48,A,consumer_durable,Gujarat,100000
L01832,2024-01-26,500000,13.57,12,B,consumer_durable,Andhra Pradesh,75000
L01833,2024-09-24,50000,17.33,12,C,vehicle,West Bengal,50000
L01834,2024-11-09,1000000,17.46,24,C,vehicle,Telangana,25000
L01835,2024-01-02,300000,16.79,36,C,personal,Tamil Nadu,35000
L01836,2024-03-14,200000,13.84,36,B,vehicle,Maharashtra,25000
L01837,2024-08-26,50000,10.53,12,A,vehicle,Andhra Pradesh,35000
L01838,2024-11-15,1000000,20.23,36,D,education,Gujarat,75000
L01839,2024-09-27,300000,26.15,36,E,business,Rajasthan,35000
L01840,2024-04-08,300000,17.61,12,C,consumer_durable,Andhra Pradesh,50000
L01841,2024-12-13,300000,14.0,12,B,education,Delhi,50000
L01842,2024-04-08,150000,11.11,48,A,vehicle,Karnataka,150000
L01843,2024-07-14,500000,13.83,36,B,business,Karnataka,35000
L01844,2024-11-03,1000000,11.9,36,A,personal,West Bengal,75000
L01845,2024-01-11,150000,20.83,36,D,personal,Delhi,35000
L01846,2024-07-19,1000000,14.86,24,B,consumer_durable,West Bengal,35000
L01847,2024-10-11,150000,10.67,48,A,personal,Karnataka,25000
L01848,2024-07-16,50000,10.3,12,A,vehicle,Maharashtra,25000
L01849,2024-06-22,50000,13.27,36,B,education,Karnataka,25000
L01850,2024-01-19,300000,10.66,12,A,personal,Kerala,25000
L01851,2024-07-27,200000,21.58,48,D,personal,Delhi,100000
L01852,2024-05-05,100000,11.66,12,A,consumer_durable,Kerala,50000
L01853,2024-04-23,100000,10.99,36,A,personal,West Bengal,50000
L01854,2024-06-17,1000000,17.62,36,C,business,West Bengal,75000
L01855,2024-05-22,200000,21.59,36,D,vehicle,Telangana,75000
L01856,2024-01-19,150000,10.07,12,A,vehicle,Karnataka,75000
L01857,2024-06-23,100000,10.56,36,A,education,Telangana,150000
L01858,2024-11-22,750000,13.25,36,B,vehicle,Andhra Pradesh,150000
L01859,2024-06-03,150000,10.78,12,A,personal,Delhi,75000
L01860,2024-07-26,1000000,10.93,36,A,consumer_durable,Tamil Nadu,50000
L01861,2024-10-28,750000,17.32,24,C,personal,Tamil Nadu,50000
L01862,2024-06-05,1000000,14.75,12,B,vehicle,Telangana,100000
L01863,2024-12-06,300000,17.81,48,C,personal,Maharashtra,150000
L01864,2024-06-11,500000,14.6,12,B,personal,Andhra Pradesh,100000
L01865,2024-11-28,150000,10.67,36,A,education,West Bengal,100000
L01866,2024-12-26,200000,25.87,12,E,consumer_durable,Kerala,100000
L01867,2024-06-01,1000000,10.09,48,A,education,Karnataka,75000
L01868,2024-10-19,750000,21.86,24,D,business,Kerala,35000
L01869,2024-01-27,300000,14.78,24,B,education,Delhi,75000
L01870,2024-08-08,200000,10.08,48,A,personal,West Bengal,25000
L01871,2024-09-14,300000,26.07,12,E,education,Delhi,100000
L01872,2024-04-18,1000000,17.98,36,C,personal,Telangana,75000
L01873,2024-11-07,500000,13.35,12,B,consumer_durable,Karnataka,50000
L01874,2024-03-24,1000000,16.04,36,C,vehicle,Delhi,150000
L01875,2024-04-24,150000,11.81,24,A,business,Karnataka,50000
L01876,2024-03-28,100000,13.15,12,B,personal,Telangana,25000
L01877,2024-02-25,300000,17.93,48,C,business,Karnataka,100000
L01878,2024-08-22,1000000,17.02,36,C,personal,Gujarat,25000
L01879,2024-09-09,750000,14.61,12,B,education,Karnataka,25000
L01880,2024-12-18,500000,10.32,24,A,consumer_durable,Gujarat,25000
L01881,2024-07-04,750000,14.59,48,B,vehicle,Tamil Nadu,35000
L01882,2024-12-23,1000000,17.55,12,C,vehicle,Andhra Pradesh,100000
L01883,2024-06-07,750000,16.64,12,C,personal,Andhra Pradesh,35000
L01884,2024-11-12,500000,10.03,36,A,consumer_durable,Maharashtra,50000
L01885,2024-02-20,100000,20.27,12,D,education,Tamil Nadu,75000
L01886,2024-01-26,500000,13.24,36,B,vehicle,Delhi,100000
L01887,2024-02-02,300000,20.08,36,D,vehicle,Delhi,75000
L01888,2024-07-03,300000,25.68,36,E,personal,Andhra Pradesh,50000
L01889,2024-05-11,750000,16.05,24,C,personal,Tamil Nadu,100000
L01890,2024-02-09,100000,16.73,36,C,business,Karnataka,35000
L01891,2024-05-10,100000,13.46,12,B,education,Kerala,150000
L01892,2024-07-25,300000,13.2,12,B,business,West Bengal,25000
L01893,2024-03-03,300000,17.48,12,C,education,Maharashtra,25000
L01894,2024-06-13,50000,20.94,12,D,business,Tamil Nadu,100000
L01895,2024-03-06,200000,25.16,12,E,personal,Andhra Pradesh,35000
L01896,2024-11-17,150000,16.34,24,C,consumer_durable,Maharashtra,150000
L01897,2024-12-25,300000,14.15,24,B,consumer_durable,Rajasthan,35000
L01898,2024-07-07,200000,11.23,36,A,business,Tamil Nadu,75000
L01899,2024-05-09,750000,26.82,24,E,education,Karnataka,150000
L01900,2024-02-13,1000000,13.0,24,B,business,Tamil Nadu,100000
L01901,2024-04-05,100000,11.93,12,A,vehicle,Telangana,150000
L01902,2024-03-07,100000,11.37,36,A,personal,Kerala,25000
L01903,2024-01-14,100000,17.66,12,C,business,Telangana,75000
L01904,2024-06-14,100000,11.74,48,A,education,Delhi,75000
L01905,2024-06-07,150000,16.41,24,C,consumer_durable,Andhra Pradesh,50000
L01906,2024-08-06,300000,13.01,12,B,personal,Andhra Pradesh,100000
L01907,2024-05-05,750000,10.22,36,A,business,Tamil Nadu,75000
L01908,2024-09-03,1000000,17.57,48,C,business,Delhi,150000
L01909,2024-05-27,200000,11.38,48,A,consumer_durable,Delhi,35000
L01910,2024-01-25,1000000,14.81,24,B,consumer_durable,West Bengal,35000
L01911,2024-12-12,150000,25.22,36,E,personal,Delhi,150000
L01912,2024-01-03,300000,14.49,12,B,vehicle,Delhi,50000
L01913,2024-09-01,150000,21.26,24,D,personal,Gujarat,150000
L01914,2024-01-16,750000,17.14,24,C,vehicle,Karnataka,150000
L01915,2024-05-19,750000,13.5,24,B,consumer_durable,Kerala,100000
L01916,2024-10-07,100000,13.76,24,B,business,Maharashtra,50000
L01917,2024-08-08,200000,14.06,48,B,education,Maharashtra,150000
L01918,2024-01-07,150000,10.46,48,A,consumer_durable,Rajasthan,150000
L01919,2024-04-24,1000000,11.44,24,A,vehicle,Gujarat,25000
L01920,2024-07-04,50000,11.84,36,A,education,Andhra Pradesh,35000
L01921,2024-02-26,200000,11.22,36,A,education,Rajasthan,150000
L01922,2024-12-09,200000,16.09,24,C,personal,Andhra Pradesh,35000
L01923,2024-09-19,500000,16.2,24,C,education,Delhi,25000
L01924,2024-08-18,500000,14.87,24,B,personal,Karnataka,150000
L01925,2024-03-08,300000,13.39,12,B,vehicle,Telangana,35000
L01926,2024-11-15,300000,10.92,24,A,education,Tamil Nadu,25000
L01927,2024-05-27,200000,10.73,48,A,vehicle,Karnataka,35000
L01928,2024-01-18,50000,13.34,24,B,consumer_durable,Karnataka,25000
L01929,2024-07-04,200000,16.15,48,C,vehicle,Tamil Nadu,50000
L01930,2024-03-27,500000,17.77,24,C,consumer_durable,West Bengal,35000
L01931,2024-05-20,1000000,16.56,24,C,personal,Telangana,75000
L01932,2024-10-04,1000000,11.85,24,A,personal,Telangana,150000
L01933,2024-07-21,100000,17.12,24,C,personal,Rajasthan,35000
L01934,2024-04-02,200000,14.6,12,B,vehicle,Rajasthan,100000
L01935,2024-06-18,100000,10.52,24,A,vehicle,Maharashtra,75000
L01936,2024-04-23,200000,13.28,12,B,education,Tamil Nadu,100000
L01937,2024-09-03,750000,14.44,36,B,consumer_durable,Tamil Nadu,150000
L01938,2024-01-25,500000,10.06,12,A,personal,Maharashtra,25000
L01939,2024-04-16,100000,13.17,12,B,consumer_durable,Rajasthan,150000
L01940,2024-06-11,50000,14.44,48,B,personal,Rajasthan,150000
L01941,2024-02-18,300000,10.52,24,A,education,Kerala,100000
L01942,2024-02-05,1000000,14.04,24,B,business,Rajasthan,100000
L01943,2024-01-17,500000,16.76,48,C,consumer_durable,Maharashtra,25000
L01944,2024-04-13,50000,17.32,36,C,business,Karnataka,50000
L01945,2024-07-13,300000,17.06,12,C,vehicle,West Bengal,35000
L01946,2024-06-22,200000,17.98,12,C,business,Delhi,35000
L01947,2024-09-23,750000,17.46,12,C,consumer_durable,Maharashtra,75000
L01948,2024-10-18,750000,11.2,48,A,education,Gujarat,25000
L01949,2024-01-09,150000,16.25,12,C,personal,West Bengal,50000
L01950,2024-09-24,100000,21.78,12,D,business,Delhi,150000
L01951,2024-04-17,1000000,11.0,24,A,consumer_durable,Telangana,100000
L01952,2024-03-22,750000,16.54,12,C,vehicle,West Bengal,100000
L01953,2024-11-22,150000,17.04,36,C,consumer_durable,Delhi,35000
L01954,2024-03-12,750000,11.51,48,A,vehicle,Karnataka,50000
L01955,2024-01-27,300000,25.16,48,E,business,West Bengal,35000
L01956,2024-01-06,500000,14.52,48,B,vehicle,Gujarat,50000
L01957,2024-12-01,150000,13.59,12,B,consumer_durable,West Bengal,50000
L01958,2024-09-19,300000,14.73,12,B,vehicle,Karnataka,50000
L01959,2024-05-11,150000,11.66,24,A,consumer_durable,Kerala,150000
L01960,2024-11-21,500000,10.08,12,A,business,Telangana,35000
L01961,2024-06-07,200000,21.94,36,D,education,Gujarat,150000
L01962,2024-02-03,200000,11.61,12,A,education,Andhra Pradesh,100000
L01963,2024-10-07,100000,14.09,24,B,education,Karnataka,150000
L01964,2024-07-21,1000000,16.43,36,C,vehicle,Maharashtra,75000
L01965,2024-10-25,100000,21.91,48,D,business,West Bengal,25000
L01966,2024-12-28,750000,14.56,12,B,personal,Tamil Nadu,35000
L01967,2024-06-25,50000,21.17,48,D,personal,Rajasthan,35000
L01968,2024-07-11,50000,20.49,48,D,consumer_durable,Delhi,150000
L01969,2024-07-01,100000,11.92,24,A,consumer_durable,Gujarat,100000
L01970,2024-02-10,150000,17.77,12,C,personal,Rajasthan,150000
L01971,2024-05-08,300000,16.22,24,C,consumer_durable,Rajasthan,75000
L01972,2024-07-07,50000,14.17,24,B,vehicle,Telangana,100000
L01973,2024-08-09,150000,16.15,36,C,business,West Bengal,25000
L01974,2024-12-10,50000,11.39,24,A,education,Rajasthan,75000
L01975,2024-11-01,50000,26.66,36,E,vehicle,Andhra Pradesh,75000
L01976,2024-02-04,50000,14.04,24,B,consumer_durable,Maharashtra,25000
L01977,2024-04-12,50000,26.04,48,E,consumer_durable,Kerala,25000
L01978,2024-11-15,50000,20.77,12,D,business,Telangana,25000
L01979,2024-06-12,200000,25.51,12,E,consumer_durable,Rajasthan,100000
L01980,2024-08-14,100000,10.97,24,A,education,Telangana,100000
L01981,2024-01-04,300000,21.5,24,D,business,Rajasthan,25000
L01982,2024-06-10,1000000,17.56,24,C,consumer_durable,Rajasthan,150000
L01983,2024-04-08,150000,20.81,36,D,education,Karnataka,25000
L01984,2024-12-01,500000,10.9,12,A,education,Gujarat,100000
L01985,2024-05-19,100000,17.61,24,C,personal,Andhra Pradesh,50000
L01986,2024-10-23,150000,16.81,48,C,education,Kerala,75000
L01987,2024-11-20,300000,21.66,48,D,personal,Rajasthan,50000
L01988,2024-11-19,500000,11.16,24,A,vehicle,Gujarat,100000
L01989,2024-05-19,50000,11.54,24,A,vehicle,Telangana,25000
L01990,2024-03-25,200000,10.59,48,A,consumer_durable,Kerala,100000
L01991,2024-12-01,50000,25.82,48,E,vehicle,West Bengal,150000
L01992,2024-01-21,750000,11.94,48,A,vehicle,Telangana,50000
L01993,2024-04-11,200000,14.04,36,B,vehicle,Rajasthan,35000
L01994,2024-05-27,50000,17.67,12,C,business,West Bengal,150000
L01995,2024-10-20,150000,11.8,48,A,business,Maharashtra,100000
L01996,2024-06-18,150000,20.81,24,D,consumer_durable,Delhi,25000
L01997,2024-06-14,750000,17.15,12,C,vehicle,Maharashtra,100000
L01998,2024-11-05,750000,13.2,24,B,education,Gujarat,100000
L01999,2024-04-25,100000,13.5,36,B,consumer_durable,Rajasthan,35000
L02000,2024-05-21,300000,11.7,12,A,personal,Tamil Nadu,75000
L02001,2024-09-14,50000,16.01,48,C,consumer_durable,Karnataka,25000
L02002,2024-02-03,750000,11.01,24,A,education,Gujarat,25000
L02003,2024-01-20,100000,10.75,36,A,personal,Delhi,150000
L02004,2024-07-25,500000,16.11,24,C,education,Telangana,100000
L02005,2024-01-24,750000,26.25,36,E,vehicle,Delhi,50000
L02006,2024-10-10,1000000,10.88,48,A,vehicle,Maharashtra,150000
L02007,2024-07-22,150000,26.45,24,E,education,Tamil Nadu,50000
L02008,2024-08-24,100000,11.49,48,A,consumer_durable,Maharashtra,35000
L02009,2024-05-01,100000,14.54,48,B,education,Rajasthan,50000
L02010,2024-08-08,200000,10.4,12,A,vehicle,Gujarat,50000
L02011,2024-07-04,150000,16.41,48,C,education,Karnataka,75000
L02012,2024-02-20,150000,11.36,24,A,personal,West Bengal,25000
L02013,2024-09-22,750000,10.48,36,A,vehicle,Andhra Pradesh,75000
L02014,2024-04-07,500000,13.75,48,B,personal,Rajasthan,50000
L02015,2024-03-28,50000,14.45,36,B,personal,Tamil Nadu,75000
L02016,2024-02-14,50000,11.95,36,A,business,Maharashtra,35000
L02017,2024-07-16,300000,14.66,12,B,vehicle,Andhra Pradesh,150000
L02018,2024-02-01,150000,17.83,24,C,personal,Andhra Pradesh,100000
L02019,2024-04-09,150000,13.2,48,B,vehicle,Kerala,100000
L02020,2024-11-20,1000000,14.57,48,B,vehicle,West Bengal,35000
L02021,2024-09-06,200000,21.75,36,D,consumer_durable,Maharashtra,50000
L02022,2024-01-16,1000000,11.92,48,A,consumer_durable,Karnataka,75000
L02023,2024-08-08,50000,13.81,48,B,education,Tamil Nadu,25000
L02024,2024-03-03,50000,13.75,24,B,vehicle,Telangana,150000
L02025,2024-07-22,150000,13.17,36,B,personal,Gujarat,100000
L02026,2024-07-19,100000,26.37,24,E,personal,Rajasthan,150000
L02027,2024-10-05,150000,16.15,36,C,education,West Bengal,75000
L02028,2024-09-25,50000,17.12,36,C,vehicle,West Bengal,100000
L02029,2024-01-06,300000,17.57,24,C,personal,Gujarat,25000
L02030,2024-09-14,200000,26.32,36,E,education,Delhi,150000
L02031,2024-10-17,500000,11.69,12,A,personal,Delhi,50000
L02032,2024-01-23,1000000,14.92,48,B,personal,Gujarat,35000
L02033,2024-08-07,750000,10.9,24,A,personal,Kerala,75000
L02034,2024-02-24,100000,11.93,48,A,consumer_durable,Kerala,100000
L02035,2024-10-14,150000,14.71,48,B,vehicle,Tamil Nadu,50000
L02036,2024-12-02,200000,13.99,36,B,education,Maharashtra,75000
L02037,2024-12-09,200000,16.74,12,C,business,West Bengal,75000
L02038,2024-10-02,500000,17.37,12,C,personal,Tamil Nadu,50000
L02039,2024-06-28,150000,21.56,36,D,business,Delhi,35000
L02040,2024-07-07,750000,25.92,24,E,business,Kerala,50000
L02041,2024-03-22,200000,11.27,36,A,consumer_durable,Telangana,35000
L02042,2024-03-09,100000,13.68,12,B,business,Tamil Nadu,100000
L02043,2024-06-13,1000000,16.36,24,C,education,Tamil Nadu,75000
L02044,2024-04-11,200000,26.74,36,E,personal,Telangana,100000
L02045,2024-01-21,750000,10.74,48,A,education,Delhi,75000
L02046,2024-06-25,500000,25.03,48,E,business,Delhi,35000
L02047,2024-02-22,300000,11.26,12,A,personal,Andhra Pradesh,100000
L02048,2024-12-11,50000,13.4,24,B,business,Maharashtra,25000
L02049,2024-02-11,200000,20.79,36,D,consumer_durable,Karnataka,50000
L02050,2024-12-06,200000,20.21,36,D,education,Telangana,75000
L02051,2024-07-15,100000,13.48,36,B,personal,Maharashtra,100000
L02052,2024-11-26,150000,11.39,12,A,business,Karnataka,25000
L02053,2024-10-17,150000,16.91,12,C,education,Rajasthan,75000
L02054,2024-01-09,150000,14.52,36,B,vehicle,Telangana,100000
L02055,2024-03-11,500000,13.8,48,B,consumer_durable,Maharashtra,50000
L02056,2024-08-18,750000,21.58,48,D,business,Delhi,35000
L02057,2024-12-22,500000,11.02,36,A,education,Gujarat,150000
L02058,2024-06-26,500000,17.59,36,C,vehicle,Rajasthan,35000
L02059,2024-12-14,100000,14.94,36,B,personal,Tamil Nadu,25000
L02060,2024-05-12,50000,20.31,24,D,education,Telangana,25000
L02061,2024-02-26,150000,26.29,36,E,business,Karnataka,35000
L02062,2024-09-07,500000,10.96,48,A,education,Tamil Nadu,150000
L02063,2024-09-17,300000,10.57,48,A,consumer_durable,Kerala,100000
L02064,2024-12-08,1000000,25.29,48,E,consumer_durable,Andhra Pradesh,150000
L02065,2024-01-05,750000,25.3,36,E,education,Tamil Nadu,50000
L02066,2024-03-23,100000,11.05,12,A,vehicle,Telangana,25000
L02067,2024-11-01,150000,11.76,36,A,education,Karnataka,25000
L02068,2024-09-08,50000,14.77,48,B,business,Andhra Pradesh,35000
L02069,2024-09-06,1000000,10.69,48,A,consumer_durable,Rajasthan,150000
L02070,2024-03-12,1000000,10.35,48,A,consumer_durable,Gujarat,50000
L02071,2024-05-16,500000,17.12,24,C,consumer_durable,Tamil Nadu,100000
L02072,2024-02-17,500000,25.28,48,E,consumer_durable,Rajasthan,35000
L02073,2024-03-23,750000,16.11,48,C,personal,Andhra Pradesh,35000
L02074,2024-12-24,200000,10.4,24,A,education,Kerala,35000
L02075,2024-03-05,50000,25.65,24,E,consumer_durable,Tamil Nadu,25000
L02076,2024-10-03,500000,17.31,36,C,vehicle,Rajasthan,100000
L02077,2024-06-23,150000,10.65,24,A,education,Rajasthan,35000
L02078,2024-02-16,300000,13.53,48,B,consumer_durable,Telangana,35000
L02079,2024-01-19,300000,20.49,36,D,business,Delhi,100000
L02080,2024-12-04,1000000,21.22,24,D,consumer_durable,Kerala,100000
L02081,2024-08-03,150000,14.14,24,B,personal,Gujarat,35000
L02082,2024-08-24,1000000,17.52,12,C,vehicle,Andhra Pradesh,150000
L02083,2024-09-17,500000,20.28,24,D,vehicle,Tamil Nadu,25000
L02084,2024-06-13,100000,20.27,12,D,education,Telangana,35000
L02085,2024-09-16,50000,10.53,48,A,education,Rajasthan,100000
L02086,2024-04-23,1000000,20.7,36,D,education,Gujarat,35000
L02087,2024-01-07,750000,11.85,12,A,business,Delhi,35000
L02088,2024-10-11,100000,21.63,12,D,consumer_durable,Karnataka,50000
L02089,2024-12-19,150000,21.91,12,D,personal,Tamil Nadu,150000
L02090,2024-02-10,500000,14.33,24,B,consumer_durable,Delhi,150000
L02091,2024-04-01,200000,20.11,48,D,consumer_durable,Karnataka,35000
L02092,2024-02-05,1000000,16.19,48,C,personal,Tamil Nadu,150000
L02093,2024-11-23,200000,10.31,48,A,consumer_durable,Andhra Pradesh,150000
L02094,2024-12-22,100000,11.21,12,A,personal,Karnataka,75000
L02095,2024-01-04,150000,14.83,12,B,consumer_durable,Tamil Nadu,150000
L02096,2024-04-20,1000000,14.86,24,B,personal,Delhi,100000
L02097,2024-09-01,750000,10.67,24,A,consumer_durable,Delhi,100000
L02098,2024-02-10,300000,10.35,12,A,education,West Bengal,150000
L02099,2024-10-22,500000,14.72,36,B,vehicle,Tamil Nadu,100000
L02100,2024-10-07,150000,10.03,36,A,business,West Bengal,25000
L02101,2024-04-23,50000,21.61,36,D,vehicle,Kerala,75000
L02102,2024-08-04,100000,20.46,24,D,business,Telangana,75000
L02103,2024-07-10,500000,26.08,24,E,vehicle,Maharashtra,50000
L02104,2024-08-02,150000,25.05,48,E,personal,Gujarat,100000
L02105,2024-05-02,200000,11.12,24,A,education,Kerala,25000
L02106,2024-10-01,100000,13.86,48,B,vehicle,Tamil Nadu,35000
L02107,2024-05-28,100000,20.68,24,D,personal,Telangana,150000
L02108,2024-01-04,300000,16.06,12,C,education,Gujarat,75000
L02109,2024-05-20,1000000,25.74,12,E,business,Andhra Pradesh,100000
L02110,2024-07-27,500000,16.74,24,C,vehicle,Delhi,75000
L02111,2024-05-15,150000,21.67,48,D,personal,Karnataka,25000
L02112,2024-09-04,100000,14.59,12,B,vehicle,Maharashtra,150000
L02113,2024-07-09,200000,16.2,12,C,consumer_durable,Tamil Nadu,75000
L02114,2024-12-22,50000,14.03,36,B,consumer_durable,Karnataka,35000
L02115,2024-12-02,100000,17.95,48,C,personal,Telangana,100000
L02116,2024-01-15,1000000,10.2,24,A,business,Karnataka,25000
L02117,2024-09-09,300000,20.72,48,D,business,Telangana,75000
L02118,2024-10-14,200000,10.05,24,A,business,Rajasthan,100000
L02119,2024-07-20,1000000,16.85,36,C,consumer_durable,Maharashtra,35000
L02120,2024-11-26,50000,10.67,24,A,education,West Bengal,35000
L02121,2024-07-13,1000000,21.84,48,D,vehicle,Karnataka,50000
L02122,2024-12-28,200000,17.66,48,C,personal,Maharashtra,25000
